,This is a citation overview for a set of 546 documents.,,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 47 (Of the 546 documents considered for the h-Index, 47 have been cited at least 47 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
1989,Neonatal treatment of male rats with a gonadotropin-releasing hormone antagonist impairs ejaculation and fertility,"Kolho K.-L., Huhtaniemi I.",319384,Physiology and Behavior,46,3,7,0,0,0,0,7
1989,Transplantation of newborn rat testis under the kidney capsule of adult host as a model to study the structure and function of Leydig cells,"Kuopio T., Savouras P.O., Pelliniemi L.J., Huhtaniemi I.T.",1963635,Journal of Andrology,10,5,5,0,0,0,1,6
1989,Gonadal and sex steroid feedback regulation of gonadotrophin mRNA levels and secretion in neonatal male and female rats,"Pakarinen P., Huhtaniemi I.",9525041,Journal of Molecular Endocrinology,3,2,3,0,0,0,0,3
1988,The physiology of male sexual activity | Miehen seksuaalisuuden fysiologia.,"Huhtaniemi I., Nienstedt W.",127183,Duodecim,104,15,0,0,0,0,0,0
1988,Specific and weight loss-associated effects of one-week exposure to ethanol on pituitary-gonadal function of male rats,"Salonen I., Huhtaniemi I.",15598,Acta Endocrinologica,119,1,10,0,1,1,0,11
1988,Gonadotropin-releasing hormone agonist activates protein kinase C in rat Leydig cells,"Nikula H., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,55,1,6,0,0,0,0,6
1988,Biological and immunological activity of human chorionic gonadotrophin in maternal serum during early pregnancy,"Ranta T., Ylinen K., Stenman U.-H., Nikula H., Huhtaniemi I.",3000664,Clinical Endocrinology,29,5,1,0,0,0,0,1
1988,Histological and functional changes of the testis tissue during GnRH agonist treatment of prostatic cancer.,"Huhtaniemi I., Nikula H., Parvinen M., Rannikko S.",2773732,American Journal of Clinical Oncology: Cancer Clinical Trials,11, ,5,1,3,4,1,10
1988,Sexual maturation of male rats treated postnatally with a gonadotrophin-releasing hormone antagonist,"Kolho K.-L., Nikula H., Huhtaniemi I.",220795,Journal of Endocrinology,116,2,11,0,0,0,0,11
1988,Serum bioactive and immunoreactive follicle-stimulating hormone in prostatic cancer patients during gonadotropin-releasing hormone agonist treatment and after orchidectomy,"Huhtaniemi I.T., Dahl K.D., Rannikko S., Hsueh A.J.W.",0021972X,Journal of Clinical Endocrinology and Metabolism,66,2,10,0,0,0,1,11
1988,Differential regulation of hCG and progesterone secretion by cholera toxin and phorbol ester in human cytotrophoblasts,"Ritvos O., Butzow R., Jalkanen J., Stenman U.-H., Huhtaniemi I., Ranta T.",3037207,Molecular and Cellular Endocrinology,56, 1-2,3,0,0,0,0,3
1987,Pituitary-testicular function of prostatic cancer patients during treatment with a gonadotropin-releasing hormone agonist analog. II. Endocrinology and histology of the testis,"Huhtaniemi I., Nikula H., Parvinen M., Rannikko S.",1963635,Journal of Andrology,8,6,5,0,0,0,2,7
1987,Pituitary-testicular function of prostatic cancer patients during treatment with a gonadotropin-releasing hormone agonist analog. I. Circulating hormone levels,"Huhtaniemi I., Nikula H., Rannikko S.",1963635,Journal of Andrology,8,6,5,1,2,3,0,8
1987,Follicle-stimulating hormone receptors appear earlier in the primate fetal testis than in the ovary,"Huhtaniemi I.T., Yamamoto M., Ranta T., Jalkanen J., Jaffe R.B.",0021972X,Journal of Clinical Endocrinology and Metabolism,65,6,12,1,1,2,2,16
1987,"12-O-tetradecanoyl phorbol-13-acetate potentiates adenosine 3',5'-monophosphate-mediated chorionic gonadotropin secretion by cultured human choriocarcinoma cells","Ritvos O., Jalkanen J., Huhtaniemi I.",137227,Endocrinology,120,4,6,0,0,0,0,6
1987,Blockade of rat testicular gonadotropin releasing hormone (GnRH) receptors by infusion of a GnRH antagonist has no major effects on Leydig cell function in vivo,"Huhtaniemi I.T., Nikula H., Detta A.",3037207,Molecular and Cellular Endocrinology,49, 2-3,8,0,0,0,0,8
1987,Low LH receptor content in corpora lutea in luteinized unruptured follicle (LUF) syndrome,"Koskimies A.I., Liukkonen S., Tenhunen A., Huhtaniemi I.",2681161,Human Reproduction,2,5,0,0,1,1,0,1
1987,Regulation of LH receptors and steroidogenesis in the foetal rat testis in vivo,"Warren D.W., Huhtaniemi I.T., Dufau M.L., Catt K.J.",15598,Acta Endocrinologica,115,2,3,0,0,0,0,3
1987,Distribution and activation of protein kinase C in the rat testis tissue,"Nikula H., Naor Z., Parvinen M., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,49,1,10,0,0,0,0,10
1987,Intratesticular steroids and gonadotrophin receptor concentrations in the testes of immature unilaterally cryptorchid rats,"Bergh A., Damber J.E., Huhtaniemi I.",1056263,International Journal of Andrology,10,6,1,0,0,0,0,1
1987,"Phorbol ester stimulates human granulosa-luteal cell cyclic adenosine 3',5'-monophosphate and progesterone production","Jalkanen J., Ritvos O., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,51,3,9,0,0,0,0,9
1987,"Cultured mammary carcinoma cells contain gonadotropin-releasing hormone-like immunoreactivity, GnRH binding sites and chorionic gonadotropin","Butzow R., Huhtaniemi I., Clayton R.",207136,International Journal of Cancer,39,4,5,0,0,0,0,5
1986,"In vitro recovery of human chorionic gonadotropin-stimulated cyclic adenosine 3',5'-monophosphate production in desensitized human granulosa-luteal cells","Jalkanen J., Huhtaniemi I., Koskimies A.",150282,Fertility and Sterility,46,5,10,0,0,0,0,10
1986,Transient increase in postnatal testicular activity is not revealed by longitudinal measurements of salivary testosterone,"Huhtaniemi I., Dunkel L., Perheentupa J.",313998,Pediatric Research,20,12,10,1,0,1,0,11
1986,Effect of postnatal treatment with a gonadotropin-releasing hormone antagonist on sexual maturation of male rats,"Huhtaniemi I.T., Nevo N., Amsterdam A., Naor Z.",63363,Biology of Reproduction,35,3,14,1,0,1,2,17
1986,The come-back of biological assays for hormones | Hormonien biologisten määritysten uusi tuleminen.,Huhtaniemi I.,127183,Duodecim; laaketieteellinen aikakauskirja,102,9,0,0,0,0,0,0
1986,Attenuated adenosine R-site effect in adipocytes in obesity,"Ohisalo J.J., Ranta S., Huhtaniemi I.T.",260495,Metabolism: Clinical and Experimental,35,2,5,0,0,0,0,5
1986,Testicular gonadotrophins and their receptors in human cryptorchidism as revealed by immunohistochemistry and radioreceptor assay,"Hovatta O., Huhtaniemi I., Wahlstrom T.",15598,Acta Endocrinologica,111,1,7,0,2,2,0,9
1986,Activation of protein kinase-C stimulates human granulosa-luteal cell prostacyclin production,"Ranta T., Huhtaniemi I., Jalkanen J.",0021972X,Journal of Clinical Endocrinology and Metabolism,63,2,0,0,0,0,0,0
1986,Regulation of testicular steroidogenesis by gonadotropin-releasing hormone agonists and antagonists,"Huhtaniemi I., Nikula H., Rannikko S., Clayton R.",224731,Journal of Steroid Biochemistry,24,1,3,0,0,0,0,3
1986,Kinetic and autoradiographic studies on binding of hCG to the testicular LH receptors of neonatal rats,"Huhtaniemi I.T., Rajaniemi H.J., Catt K.J.",224251,Journal of Reproduction and Fertility,78,1,3,0,0,0,0,3
1986,Physiological role of putative testicular gonadotrophin releasing hormone (GnRH).,"Clayton R.N., Detta A., Nikula H., Huhtaniemi I.T.",3022137,Medical biology,63, 5-6,1,0,0,0,0,1
1985,Treatment of prostatic cancer with a gonadotropin-releasing hormone agonist analog: Acute and long term effects on endocrine functions of testis tissue,"Huhtaniemi I., Nikula H., Rannikko S.",0021972X,Journal of Clinical Endocrinology and Metabolism,61,4,46,5,3,8,5,59
1985,Abnormal prolactin secretion in prepubertal boys with hypogonadotrophic hypogonadism - Possible involvement in regulation of testicular steroidogenesis,"Dunkel L., Huhtaniemi I.",1056263,International Journal of Andrology,8,5,0,0,0,0,0,0
1985,"Effects of gonadotropin-releasing hormone receptor blockade on rat testicular gonadotropin and lactogen receptors, steroidogenesis, and responses to human chorionic gonadotropin stimulation","Huhtaniemi I.T., Catt K.J.",137227,Endocrinology,116,1,2,0,0,0,0,2
1985,"Newborn and immature rat testes contain gonadotropin-releasing hormone (GnRH) receptors, and their testosterone production is stimulated by a GnRH agonist in vitro","Huhtaniemi I.T., Cat K.J., Clayton R.N.",3037207,Molecular and Cellular Endocrinology,40,1,5,0,0,0,0,5
1985,Steroid endocrinology | Steroidiendokrinologia.,"Vihko R., Huhtaniemi I., Janne O.A.",127183,Duodecim,101,3,0,0,0,0,0,0
1985,"Regulation of infant and developing rat testicular gonadotropin and prolactin receptors and steroidogenesis by treatments with human chorionic gonadotropin, gonadotropin-releasing hormone analogs, bromocriptine, prolactin, and estrogen","Huhtaniemi I.T., Warren D.W., Catt K.J.",63363,Biology of Reproduction,32,4,5,0,0,0,0,5
1984,Effect of hCG on testiculaR steroidogenesis and gonadotropin and prolactin receptors in unilaterally cryptorchid rats,"Huhtaniemi I., Bergh A., Nikula H., Damber J.E.",778923,Annals of the New York Academy of Sciences,438, ,0,0,0,0,0,0
1984,Cyclic regulation of rat Leydig cell testosterone production by seminiferous tubules,"Parvinen M., Nikula H., Huhtaniemi I.",778923,Annals of the New York Academy of Sciences,438, ,1,0,0,0,0,1
1984,Rat testicular endogenous steroids and number of Leydig cells between the fetal period and sexual maturity,"Tapanainen J., Kuopio T., Pelliniemi L.J., Huhtaniemi I.",63363,Biology of Reproduction,31,5,51,3,2,5,3,59
1984,Functional maturation of rat testis Leydig cells,"Huhtaniemi I.T., Warren D.W., Catt K.J.",778923,Annals of the New York Academy of Sciences,438, ,11,1,0,1,0,12
1984,"Effect of treatment with GnRH antagonist, GnRH antiserum and bromocriptine on pituitary-testicular function of adult rats","Huhtaniemi I.T., Stewart J.M., Channabasavaiah K.",3037207,Molecular and Cellular Endocrinology,34,2,3,0,0,0,0,3
1984,"Inhibition of adenosine 3',5'-monophosphate accumulation and lipolysis by adenosine analogs in human subcutaneous adipocytes","Ohisalo J.J., Ranta S., Huhtaniemi I.T.",0021972X,Journal of Clinical Endocrinology and Metabolism,58,1,4,0,0,0,0,4
1984,"Hormonal changes during the perinatal period: FSH, prolactin and some steroid hormones in the cord blood and peripheral serum of preterm and fullterm female infants","Tapanainen J., Huhtaniemi I., Koivisto M.",224731,Journal of Steroid Biochemistry,20,5,5,0,0,0,2,7
1984,Ontogeny of gonadotropin receptors in the fetal and neonatal rat testis,"Warren D.W., Huhtaniemi I.T., Tapanainen J.",137227,Endocrinology,114,2,35,1,1,2,1,38
1984,Differences in the regulation of steroidogenesis and tropic hormone receptors between the scrotal and abdominal testes of unilaterally cryptorchid adult rats,"Huhtaniemi I., Bergh A., Nikula H., Damber J.-E.",137227,Endocrinology,115,2,8,0,2,2,0,10
1984,Gonadotropin-releasing hormone agonist analog-induced steroidogenic lesion in the neonatal rat testis: Evidence for direct gonadal action,"Huhtaniemi I.T., Clayton R.N., Catt K.J.",137227,Endocrinology,115,1,3,0,0,0,0,3
1984,"Pituitary-testicular function in immature rats after treatment with GnRH antagonist, GnRH antiserum and bromocriptine","Huhtaniemi I.T., Stewart J.M., Channabasavaiah K.",3037207,Molecular and Cellular Endocrinology,34,2,2,0,0,0,0,2
1984,Influence of rat seminiferous tubules on Leydig cell testosterone production in vitro,"Parvinen M., Nikula H., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,37,3,18,0,0,0,0,18
1984,Clinical use of gonadotropin-releasing hormone and its analogs | Gonadotropiinien vapauttajahormonin ja sen analogien kliininen käyttö.,"Ranta R., Huhtaniemi I.",127183,Duodecim,100,12,0,0,0,0,0,0
1983,Testicular responsiveness to a single dose of hCG during chronic hyper- and hypoprolactinemia in aged men.,"Martikainen H., Huhtaniemi I., Myllyla V., Sotaniemi K., Nummi K., Vihko R.",1963635,Journal of Andrology,4,3,2,0,0,0,0,2
1983,Gonadotrophin receptors: Correlates with normal and pathological functions of the human ovary and testis,Huhtaniemi I.T.,0300595X,Clinics in Endocrinology and Metabolism,12,1,6,0,0,0,0,6
1983,Absence of gonadotrophin-induced desensitization of testosterone production in the neonatal rat testis,"Huhtaniemi I.T., Warren D.W., Apter D., Catt K.J.",3037207,Molecular and Cellular Endocrinology,32,1,2,0,0,0,0,2
1983,"Localization of luteinizing hormone, follicle-stimulating hormone, prolactin, and their receptors in human and rat testis using immunohistochemistry and radioreceptor assay","Wahlstrom T., Huhtaniemi I., Hovatta O., Seppala M.",0021972X,Journal of Clinical Endocrinology and Metabolism,57,4,23,1,1,2,1,26
1983,Comparison of serum steroid responses to a single injection of hCG in man and rat,"Huhtaniemi I., Bolton N.J., Martikainen H., Vihko R.",224731,Journal of Steroid Biochemistry,19,2,5,0,0,0,0,5
1983,Development of heterologous down-regulation of lactogen receptors in the rat testis,"Huhtaniemi I.T., Warren D.W., Catt K.J.",3037207,Molecular and Cellular Endocrinology,29,3,1,0,0,0,0,1
1983,Comparison of oestrogen and GnRH agonist analogue-induced inhibition of the pituitary-testicular function in rat,"Huhtaniemi I.T., Warren D.D., Catt K.J.",15598,Acta Endocrinologica,103,2,5,0,0,0,0,5
1982,"Testicular luteinizing hormone receptor content and in vitro stimulation of cyclic adenosine 3',5'-monophosphate and steroid production: A comparison between man and rat","Huhtaniemi I., Bolton N., Leinonen P.",0021972X,Journal of Clinical Endocrinology and Metabolism,55,5,6,0,0,0,0,6
1982,Effect of gonadotropin-releasing hormone on pituitary-gonadal function of male infants during the first year of life,"Tapanainen J., Koivisto M., Huhtaniemi I., Vihko R.",0021972X,Journal of Clinical Endocrinology and Metabolism,55,4,0,0,0,0,0,0
1982,Acquisition of regulatory mechanisms for gonadotropin receptors and steroidogenesis in the maturing rat testis.,"Huhtaniemi I.T., Nozu K., Warren D.W., Dufau M.L., Catt K.J.",137227,Endocrinology,111,5,22,0,0,0,0,22
1982,Gonadotropin binding and Leydig cell activation in the rat testis in vivo.,"Huhtaniemi I.T., Clayton R.N., Catt K.J.",137227,Endocrinology,111,3,3,0,1,1,0,4
1982,Dissociation of human choriogonadotropin from the pseudopregnant rat ovary as a complex to a receptor fragment during perifusion and incubation,"Rajaniemi H., Manninen M., Metsikko K., Huhtaniemi I.",63002,Biochimica et Biophysica Acta,714,2,0,0,0,0,0,0
1982,Large annual variation in photoperiodicity does not affect testicular endocrine function in man,"Huhtaniemi I., Martikainen H., Tapanainen J.",15598,Acta Endocrinologica,101,1,3,0,0,0,0,3
1982,Rapid and slow response of human testicular steroidogenesis to hCG by measurements of steroids in spermatic and peripheral vein blood,"Martikainen H., Huhtaniemi I., Lukkarinen O., Vihko R.",224731,Journal of Steroid Biochemistry,16,2,2,0,0,0,0,2
1982,Absence of gonadotropin-releasing hormone receptors in human gonadal tissue,"Clayton R.N., Huhtaniemi I.T.",280836,Nature,299,5878,30,0,1,1,0,31
1982,Diurnal variation of gonadotrophin receptors in the rat testis,"Huhtaniemi I., Tikkala L., Martikainen H.",1056263,International Journal of Andrology,5,2,0,0,0,0,0,0
1982,Pituitary-adrenal and testicular function in preterm infants after prenatal dexamethasone treatment,"Huhtaniemi I., Koivisto M., Pakarinen A.",0001656X,Acta Paediatrica Scandinavica,71,3,1,0,0,0,0,1
1982,Induction of ovulation with low-dose estrogen-progestin therapy in amenorrheic patients,"Ylostalo P., Huhtaniemi I., Reinila M.",0020725X,International Journal of Fertility,27,3,4,0,0,0,0,4
1981,"Differential binding affinities of rat testis luteinizing hormone (LH) receptors for human chorionic gonadotropin, human LH, and ovine LH","Huhtaniemi I.T., Catt K.J.",137227,Endocrinology,108,5,12,1,0,1,1,14
1981,hCG binding and stimulation of steroidogenesis in the rat testis in vivo,"Huhtaniemi I.T., Clayton R.N.",3009750,"Acta Endocrinologica, Supplement",97,243,0,0,0,0,0,0
1981,Ovulation induction with low-dose estrogen-progestin treatment in amenorrheic patients,"Huhtaniemi I., Reinila M., Ylostalo P.",3009750,"Acta Endocrinologica, Supplement",97,243,0,0,0,0,0,0
1981,Regulation of luteinizing-hormone-receptors and steroidogenesis in the neonatal rat testis,"Huhtaniemi I.T., Katikineni M., Catt K.J.",137227,Endocrinology,109,2,20,0,0,0,0,20
1981,Age-related changes in endogenous steroids of human fetal testis during early and midpregnancy,"Tapanainen J., Kellokumpu-Lehtinen P., Pelliniemi L., Huhtaniemi I.",0021972X,Journal of Clinical Endocrinology and Metabolism,52,1,11,3,2,5,1,17
1981,Gonadotropin-induced positive regulation of testicular luteinizing hormone receptors,"Huhtaniemi I.T., Katikineni M., Chan V., Catt K.J.",137227,Endocrinology,108,1,2,0,0,0,0,2
1981,Induction and maintenance of gonadotropin and lactogen receptors in hypoprolactinemic rats,"Huhtaniemi I.T., Catt K.J.",137227,Endocrinology,109,2,15,0,0,0,1,16
1981,Regulation and function of the primate fetal adrenal gland and gonad.,"Jaffe R.B., Seron-Ferre M., Crickard K., Koritnik D., Mitchell B.F., Huhtaniemi I.T.",799963,Recent Progress in Hormone Research,37, ,20,2,2,4,1,25
1981,Enhanced activity of the pituitary-gonadal axis in premature human infants,"Tapanainen J., Koivisto M., Vihko R., Huhtaniemi I.",0021972X,Journal of Clinical Endocrinology and Metabolism,52,2,10,2,1,3,0,13
1980,Luteinizing hormone-receptor interaction in the testis: Progressive decrease in reversibility of the hormone-receptor complex,"Katikineni M., Davies T.F., Huhtaniemi I.T., Catt K.J.",137227,Endocrinology,107,6,0,0,0,0,0,0
1980,Effect of estrogen treatment on testicular LH/hCG receptors and endogenous steroids in prostatic cancer patients,"Huhtaniemi I., Leinonen P., Hammond G.L., Vihko R.",3000664,Clinical Endocrinology,13,6,2,1,0,1,0,3
1980,Trophoblastic markers in women using intrauterine contraception,"Ylikorkala O., Siljander M., Huhtaniemi I.",297844,Obstetrics and Gynecology,55,3,0,0,1,1,0,1
1980,Plasma hCG and ultrasound in suspected ectopic pregnancy,"Jouppila P., Tapanainen J., Huhtaniemi I.",3012115,European Journal of Obstetrics Gynecology and Reproductive Biology,10,1,0,0,0,0,0,0
1980,Response of peripheral serum sex steroids and some of their precursors to a single injection of hCG in adult men,"Martikainen H., Huhtaniemi I., Vihko R.",3000664,Clinical Endocrinology,13,2,3,0,0,0,0,3
1980,Serum steroid sulphates in ichthyosis,"Ruokonen A., Oikarinen A., Palatsi R., Huhtaniemi I.",70963,British Journal of Dermatology,103,3,0,0,0,0,0,0
1980,Trophoblastic markers in the differential diagnosis of ectopic pregnancy,"Kauppila A., Rantakyla P., Huhtaniemi I.",297844,Obstetrics and Gynecology,55,5,0,0,0,0,0,0
1980,Early pregnancy failure: Study by ultrasonic and hormonal methods,"Jouppila P., Huhtaniemi I., Tapanainen J.",297844,Obstetrics and Gynecology,55,1,17,1,0,1,0,18
1979,Testicular hormone production and androgenic effects | Kivesten hormonituotanto ja androgeenivaikutukset.,"Santti R., Huhtaniemi I.",127183,Duodecim,95,16,0,0,0,0,0,0
1979,Effect of progesterone treatment on the development and function of neonatal rat adrenals and testes,"Tapanainen J., Penttinen J., Huhtaniemi I.",63126,Biology of the Neonate,36, 5-6,4,0,0,0,0,4
1979,Stimulation of pituitary-testicular function with gonadotropin-releasing hormone in fetal and infant monkeys,"Huhtaniemi I.T., Koritnik D.R., Korenbrot C.C.",137227,Endocrinology,105,1,1,0,0,0,0,1
1979,Quality control scheme for hormone determinations in the Nordic countries by NORDKEM,"Huhtaniemi I.T., Leskinen E.E.A., Nyberg A.P.W.",365513,Scandinavian Journal of Clinical and Laboratory Investigation,39,152,0,0,0,0,0,0
1979,Catabolism of human [125I]iodochorionic gonadotropin in rat testis,"Rajaniemi H.J., Manninen M., Huhtaniemi I.T.",137227,Endocrinology,105,5,0,0,0,0,0,0
1979,Testicular steroidogenesis and its regulation in the primate fetus and newborn,"Huhtaniemi I., Korenbrot C., Lautala P., Jaffe R.B.",0003388X,"Annales de Biologie Animale, Biochimie, Biophysique",19, 4 B,0,0,0,0,0,0
1979,Raised serum human chorionic gonadotrophin concentrations in hyperemesis gravidarum,"Kauppila A., Huhtaniemi I., Ylikorkala O.",9598146,British Medical Journal,1,6179,23,1,1,2,1,26
1979,"Response of serum testosterone, estradiol and six other steroids to a single intramuscular injection of hCG in adult human males","Martikainen H., Huhtaniemi I., Vihko R.",3009750,"Acta Endocrinologica, Supplement",91,225,0,0,0,0,0,0
1979,Plasma HCG levels in patients with bleeding in the first and second trimesters of pregnancy,"Jouppila P., Tapanainen J., Huhtaniemi I.",3065456,British Journal of Obstetrics and Gynaecology,86,5,3,0,0,0,0,3
1979,Stimulation of steroidogenesis in human fetal testes by the placenta during perifusion,"Huhtaniemi I., Lautala P.",224731,Journal of Steroid Biochemistry,10,1,0,0,0,0,0,0
1979,Subnormal postconceptional levels of prolactin do not interfere with the early events of human pregnancy,"Ylikorkala O., Huhtaniemi I., Tuimala R., Seppala M.",150282,Fertility and Sterility,32,3,0,0,0,0,0,0
1978,Content of chorionic gonadotropin in human fetal tissues,"Huhtaniemi I.T., Korenbrot C.C., Jaffe R.B.",0021972X,Journal of Clinical Endocrinology and Metabolism,46,6,2,0,0,0,1,3
1978,Autoregulation of LH/hCG receptors and catabolism of hCG in rat testis,"Huhtaniemi I., Rajaniemi H., Martikainen H., Tikkala L.",1056263,International Journal of Andrology,2, ,0,0,0,0,0,0
1978,Ultrastructural and steroidogenic characteristics of an androgen-producing adrenocortical tumour,"Huhtaniemi I., Kahri A.I., Pelkonen R.",3000664,Clinical Endocrinology,8,4,0,0,0,0,0,0
1978,Rat testis LH/hCG receptors and testosterone production after treatment with GnRH,"Huhtaniemi I., Martikainen H.",3037207,Molecular and Cellular Endocrinology,11,2,0,0,1,1,0,1
1978,hCG-induced changes in the number of rat testis LH/hCG receptors,"Huhtaniemi I., Martikainen H., Tikkala L.",3037207,Molecular and Cellular Endocrinology,11,1,0,0,0,0,0,0
1978,Gonadal hormone production before puberty | Sukupuolirauhasten hormonitoiminta ennen murrosikää.,Huhtaniemi I.,127183,Duodecim,94,10,0,0,0,0,0,0
1977,Studies on steroidogenesis and its regulation in human fetal adrenal and testis,Huhtaniemi I.,224731,Journal of Steroid Biochemistry,8,5,2,0,0,0,0,2
1977,Changes in response to gonadotrophin releasing hormone (GnRH) in male fetal and infant rhesus monkeys,"Huhtaniemi I.T., Korenbrot C.C., Seron Ferre M.",175986,Gynecologic Investigation,8, 1-2,0,0,0,0,0,0
1977,Preputial seperation as an external sign of pubertal development in the male rat,"Korenbrot C.C., Huhtaniemi I.T., Weiner R.I.",63363,Biology of Reproduction,17,2,68,10,12,22,4,94
1977,hCG binding and stimulation of testosterone biosynthesis in the human fetal testis,"Huhtaniemi I.T., Korenbrot C.C., Jaffe R.B.",0021972X,Journal of Clinical Endocrinology and Metabolism,44,5,22,3,2,5,2,29
1977,Regulation of the primate fetal adrenal gland and its testis in vitro and in vivo,"Jaffe R.B., Seron Ferre M., Huhtaniemi I., Korenbrot C.",224731,Journal of Steroid Biochemistry,8,5,6,0,1,1,0,7
1977,Stimulation of testosterone production in vivo and in vitro in the male rhesus monkey fetus in late gestation,"Huhtaniemi I.T., Korenbrot C.C., Seron Ferre M.",137227,Endocrinology,100,3,0,0,1,1,0,1
1976,Steroid formation and differentiation of cortical cells in tissue culture of human fetal adrenals in the presence and absence of ACTH,"Kahri A.I., Huhtaniemi I., Salmenpera M.",137227,Endocrinology,98,1,3,0,0,0,0,3
1974,Metabolism of pregnenolone and pregnenolone sulphate in human foetal liver tissue in vitro,Huhtaniemi I.,15598,Acta Endocrinologica,76,3,4,0,0,0,0,4
1974,Endogenous neutral steroids in the lung tissue of early and mid term human foetuses and in vitro studies on their formation,Huhtaniemi I.,15598,Acta Endocrinologica,75,1,1,0,0,0,0,1
1974,Formation of neutral steroids from endogenous precursors in minced human fetal adrenals in vitro,Huhtaniemi I.,0039128X,Steroids,23,1,1,0,0,0,0,1
1973,Identification and measurement of sulphate conjugated neutral steroids in the intestinal contents of early and mid term foetuses,"Huhtaniemi I., Vihko R.",220795,Journal of Endocrinology,57,1,0,0,0,0,0,0
1973,Endogenous steroid sulphates and glucuronides in the gallbladder bile from early and mid term human foetuses,Huhtaniemi I.,220795,Journal of Endocrinology,59,3,3,0,0,0,0,3
1973,Identification and quantification of unconjugated neutral steroids in adrenal and liver tissue of early and mid-term human fetuses,Huhtaniemi I.,0039128X,Steroids,21,4,0,0,0,0,0,0
1972,Steroid metabolism in kidney tissue. I. Endogenous neutral steroids in foetal kidneys and studies on their formation.,"Huhtaniemi I., Vihko R.",15598,Acta Endocrinologica,71,3,0,0,0,0,0,0
1970,Determination of unconjugated and sulfated neutral steroids in human fetal blood of early and mid-pregnancy,"Huhtaniemi I., Vihko R.",0039128X,Steroids,16, C,0,0,0,0,0,0
1970,Identification and determination of neutral steroid sulphates in human foetal adrenal and liver tissue.,"Huhtaniemi I., Luukkainen T., Vihko R.",15598,Acta Endocrinologica,64,2,0,0,0,0,0,0
1970,Presence of testosterone and other neutral steroids in human fetal testes,"Huhtaniemi I., Ikonen M., Vihko R.",0006291X,Biochemical and Biophysical Research Communications,38,4,0,0,0,0,0,0
1970,Quantitation of neutral steroid sulphates in the amniotic fluid of early and mid-pregnancy.,"Huhtaniemi I., Vihko R.",34479,Annales medicinae experimentalis et biologiae Fenniae,48,3,0,0,0,0,0,0
