Author	Period	Full Name	ID	Time Period	h index	Number of publications 	Number of citations 	Degree 	Betweenness 	Closeness 	Eigenvector 	Clustering Coefficient	Strength	Constraint	Effective Size	Efficiency	Academic Tenure 0 = lecturer, 1 = senior lecturer, 2 = reader, 3 = professor	Clinical Activity(1=clinician, 0=non clinician)	Department 1 = Clinical Sciences, 2 = Kennedy Institue of Rheumatology, 3 = Medicine, 4 = NHLI, 5 = School of Public Health, 6 = Surgery and Cancer	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max	 Team.Mean	  Team.Min	   Team.Q1	   Team.Q2	   Team.Q3	  Team.Max	  All.1st	 All.Last	  All.2nd	 All.PenU	All.Other	All.Total	     All.1st%	     All.Last%	     All.2nd%	     All.PenU%	     All.Other%	     All.Total%	Solo.Total	     Solo.Total%	  Team.1st	 Team.Last	  Team.2nd	 Team.PenU	Team.Other	Team.Total	     Team.1st%	     Team.Last%	     Team.2nd%	     Team.PenU%	     Team.Other%	     Team.Total%	  NAlphaTeam.1st	 NAlphaTeam.Last	  NAlphaTeam.2nd	 NAlphaTeam.PenU	NAlphaTeam.Other	NAlphaTeam.Total	     NAlphaTeam.1st%	     NAlphaTeam.Last%	     NAlphaTeam.2nd%	     NAlphaTeam.PenU%	     NAlphaTeam.Other%	     NAlphaTeam.Total%	  AlphaTeam.1st	 AlphaTeam.Last	  AlphaTeam.2nd	 AlphaTeam.PenU	AlphaTeam.Other	AlphaTeam.Total	     AlphaTeam.1st%	     AlphaTeam.Last%	     AlphaTeam.2nd%	     AlphaTeam.PenU%	     AlphaTeam.Other%	     AlphaTeam.Total%
Professor Alberti, K.G.M.M.A.	1	Alberti, Professor K G M M A (George)	316.0	1.0	19.0	31.0	4205.0	0.0564420955410744	0.198978347689973	0.00987089371686768	0.0338466913996897	0.18954248366013	201.0	0.0261302570131165	133.378183149484	0.866092098373277	3.0	0.0	3.0	         5.93	            1	            4	            6	            7	           17	      6.94	         2	         5	         6	         8	        17	        9	       21	        2	        3	        6	       41	         0.22	          0.51	         0.05	          0.07	           0.15	           1.00	         7	                 0.17	         2	        21	         2	         3	         6	        34	          0.05	           0.51	          0.05	           0.07	            0.15	            0.83	               1	              21	               2	               3	               6	              33	                0.02	                 0.51	                0.05	                 0.07	                  0.15	                  0.80	              1	              0	              0	              0	              0	              1	               0.02	                0.00	               0.00	                0.00	                 0.00	                 0.02
Professor Alberti, K.G.M.M.A.	2	Alberti, Professor K G M M A (George)	316.0	2.0	25.0	53.0	6637.0	0.0108322631894578	0.106613259625184	0.00538432130918202	3.12721355525637E-6	0.0988917306052856	104.0	0.0627127113563569	63.9423076923077	0.92670011148272	3.0	0.0	3.0	         6.67	            1	            3	            5	            8	           38	      7.18	         2	         4	         6	         8	        38	        9	       12	        1	       11	        3	       36	         0.25	          0.33	         0.03	          0.31	           0.08	           1.00	         3	                 0.08	         6	        12	         1	        11	         3	        33	          0.17	           0.33	          0.03	           0.31	            0.08	            0.92	               4	              12	               1	              11	               3	              31	                0.11	                 0.33	                0.03	                 0.31	                  0.08	                  0.86	              2	              0	              0	              0	              0	              2	               0.06	                0.00	               0.00	                0.00	                 0.00	                 0.06
Professor Alberti, K.G.M.M.A.	3	Alberti, Professor K G M M A (George)	316.0	3.0	26.0	64.0	6780.0	0.00239327263658029	0.0179756019940408	0.00443252288465783	2.33073194813306E-5	0.257309941520467	22.0	0.167017725552706	15.0681818181818	0.793062200956937	3.0	0.0	3.0	         5.55	            1	            2	            5	            9	           12	      6.35	         2	         3	         7	         9	        12	        7	        5	        1	        2	        5	       20	         0.35	          0.25	         0.05	          0.10	           0.25	           1.00	         3	                 0.15	         4	         5	         1	         2	         5	        17	          0.20	           0.25	          0.05	           0.10	            0.25	            0.85	               1	               5	               1	               2	               5	              14	                0.05	                 0.25	                0.05	                 0.10	                  0.25	                  0.70	              3	              0	              0	              0	              0	              3	               0.15	                0.00	               0.00	                0.00	                 0.00	                 0.15
Professor Alberti, K.G.M.M.A.	4	
Professor Ali, S.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         6.00	            4	            4	            5	            7	           11	      6.00	         4	         4	         5	         7	        11	        1	        4	        1	        2	        1	        9	         0.11	          0.44	         0.11	          0.22	           0.11	           1.00	         0	                 0.00	         1	         4	         1	         2	         1	         9	          0.11	           0.44	          0.11	           0.22	            0.11	            1.00	               1	               4	               1	               2	               1	               9	                0.11	                 0.44	                0.11	                 0.22	                  0.11	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Ali, S.	1	Ali, Professor Simak	317.0	1.0	8.0	10.0	963.0	0.0223569339480879	0.0400701252364387	0.00969890816987478	0.0269500381252949	0.168306010928961	79.0	0.0584631439586998	55.1511415532572	0.904117074643561	3.0	0.0	6.0	         7.60	            2	            6	            8	           11	           12	      7.60	         2	         6	         8	        11	        12	        1	        0	        2	        2	        5	       10	         0.10	          0.00	         0.20	          0.20	           0.50	           1.00	         0	                 0.00	         1	         0	         2	         2	         5	        10	          0.10	           0.00	          0.20	           0.20	            0.50	            1.00	               0	               0	               2	               2	               5	               9	                0.00	                 0.00	                0.20	                 0.20	                  0.50	                  0.90	              1	              0	              0	              0	              0	              1	               0.10	                0.00	               0.00	                0.00	                 0.00	                 0.10
Professor Ali, S.	2	Ali, Professor Simak	317.0	2.0	13.0	24.0	1232.0	0.0178967826608434	0.268483535909469	0.00660704648562807	6.93157604491725E-4	0.11908088806086	315.0	0.0556100798664464	103.132099334176	0.904667538019088	3.0	0.0	6.0	        12.07	            3	            8	           12	           16	           20	     12.07	         3	         8	        12	        16	        20	        0	        1	        1	        2	       10	       14	         0.00	          0.07	         0.07	          0.14	           0.71	           1.00	         0	                 0.00	         0	         1	         1	         2	        10	        14	          0.00	           0.07	          0.07	           0.14	            0.71	            1.00	               0	               1	               1	               2	              10	              14	                0.00	                 0.07	                0.07	                 0.14	                  0.71	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Ali, S.	3	Ali, Professor Simak	317.0	3.0	14.0	30.0	1309.0	0.00541635386173434	0.0274960995004978	0.0048163343395804	1.32004733893955E-5	0.275747508305647	67.0	0.0790125635806355	35.5556680881307	0.826876002049552	3.0	0.0	6.0	         8.50	            2	            5	           10	           10	           17	      8.50	         2	         5	        10	        10	        17	        1	        5	        0	        0	        0	        6	         0.17	          0.83	         0.00	          0.00	           0.00	           1.00	         0	                 0.00	         1	         5	         0	         0	         0	         6	          0.17	           0.83	          0.00	           0.00	            0.00	            1.00	               1	               5	               0	               0	               0	               6	                0.17	                 0.83	                0.00	                 0.00	                  0.00	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Ali, S.	4	
Professor Allday, M.J.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.94	            2	            3	            4	            6	           17	      4.94	         2	         3	         4	         6	        17	       11	       10	        6	        0	        4	       31	         0.35	          0.32	         0.19	          0.00	           0.13	           1.00	         0	                 0.00	        11	        10	         6	         0	         4	        31	          0.35	           0.32	          0.19	           0.00	            0.13	            1.00	               4	              10	               6	               0	               4	              24	                0.13	                 0.32	                0.19	                 0.00	                  0.13	                  0.77	              7	              0	              0	              0	              0	              7	               0.23	                0.00	               0.00	                0.00	                 0.00	                 0.23
Professor Allday, M.J.	1	Allday, Professor Martin John	318.0	1.0	5.0	5.0	266.0	0.00476459248074005	8.70680254120265E-4	0.00811242377907128	0.00298017055931976	0.358974358974359	17.0	0.177443173262881	10.4019607843137	0.800150829562594	3.0	0.0	3.0	         4.60	            2	            5	            5	            5	            6	      4.60	         2	         5	         5	         5	         6	        0	        5	        0	        0	        0	        5	         0.00	          1.00	         0.00	          0.00	           0.00	           1.00	         0	                 0.00	         0	         5	         0	         0	         0	         5	          0.00	           1.00	          0.00	           0.00	            0.00	            1.00	               0	               5	               0	               0	               0	               5	                0.00	                 1.00	                0.00	                 0.00	                  0.00	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
